"","Project","ErrorType","Class","Method","ViolatedRule","Object","Statement","Source.Code"
"57","com.btcontract.wallet_86.apk","RequiredPredicateError","io.netty.handler.ssl.Java9SslUtils","void <clinit>()","violating CrySL rule for javax.net.ssl.SSLContext ","Second parameter was not properly generated as generated Trust Managers","virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer81668, varReplacer81668, varReplacer81668)","https://github.com/btcontract/wallet"
"58","com.btcontract.wallet_86.apk","RequiredPredicateError","immortan.utils.AES$","javax.crypto.Cipher cipher(byte[],byte[],int)","violating CrySL rule for javax.crypto.Cipher ","Second parameter was not properly generated as generated Key","virtualinvoke $r3.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r5, $r2)","https://github.com/btcontract/wallet"
"59","com.btcontract.wallet_86.apk","RequiredPredicateError","immortan.utils.AES$","javax.crypto.Cipher cipher(byte[],byte[],int)","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke $r5.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer59205)","https://github.com/btcontract/wallet"
"60","com.btcontract.wallet_86.apk","ConstraintError","io.netty.handler.ssl.Java9SslUtils","void <clinit>()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #e34ed00915056091e73c6113193c5a082178e926b8f1f5ba146c9e1a7987dbb5)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer81666)","https://github.com/btcontract/wallet"
"61","com.btcontract.wallet_86.apk","RequiredPredicateError","io.netty.handler.ssl.OpenSslX509TrustManagerWrapper$UnsafeTrustManagerWrapper","javax.net.ssl.X509TrustManager wrapIfNeeded(javax.net.ssl.X509TrustManager)","violating CrySL rule for javax.net.ssl.SSLContext ","Second parameter was not properly generated as generated Trust Managers","virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer87258, $r8, varReplacer87258)","https://github.com/btcontract/wallet"
"62","com.btcontract.wallet_86.apk","RequiredPredicateError","io.netty.handler.ssl.OpenSslX509TrustManagerWrapper","void <clinit>()","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r5.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer84631, $r11, varReplacer84631)","https://github.com/btcontract/wallet"
"63","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.handler.codec.mqtt.MqttPublishMessage","io.netty.buffer.ByteBuf content()","violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1)","Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols","$r1 = specialinvoke r0.<io.netty.handler.codec.mqtt.MqttMessage: java.lang.Object payload()>()","https://github.com/btcontract/wallet"
"64","com.btcontract.wallet_86.apk","RequiredPredicateError","io.netty.handler.ssl.Java9SslUtils","void <clinit>()","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer81668, varReplacer81668, varReplacer81668)","https://github.com/btcontract/wallet"
"65","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.util.concurrent.FastThreadLocal","void remove(io.netty.util.internal.InternalThreadLocalMap)","violating CrySL rule for java.security.MessageDigest (on Object #f23fea6e96c714e607e927352aa3d472bbeb1c8da35b94aa7584171bcc99eca4)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r1 = virtualinvoke $r2.<io.netty.util.internal.InternalThreadLocalMap: java.lang.Object removeIndexedVariable(int)>($i0)","https://github.com/btcontract/wallet"
"66","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.handler.ssl.ReferenceCountedOpenSslClientContext","io.netty.handler.ssl.OpenSslSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String)","violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #cd95ac08401507b4f1df55c079f4647037409d923f160e9cd8d6cfb051f9c73f)","Operation on object of type javax.net.ssl.KeyManagerFactory object not completed. Expected call to init","specialinvoke $r30.<io.netty.handler.ssl.OpenSslX509KeyManagerFactory: void <init>()>()","https://github.com/btcontract/wallet"
"67","com.btcontract.wallet_86.apk","RequiredPredicateError","immortan.utils.AES$","javax.crypto.Cipher cipher(byte[],byte[],int)","violating CrySL rule for javax.crypto.spec.IvParameterSpec ","First parameter was not properly generated as randomized","specialinvoke $r2.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r4)","https://github.com/btcontract/wallet"
"68","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.util.internal.InternalThreadLocalMap","boolean setIndexedVariable(int,java.lang.Object)","violating CrySL rule for java.security.MessageDigest (on Object #f37288e170c418deeb350ba6b479c9e0f93f939bfaaee77faaa6f4389d2db744)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r3 = $r2[$i0]","https://github.com/btcontract/wallet"
"69","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.channel.ChannelOutboundBuffer","java.nio.ByteBuffer[] nioBuffers(int,long)","violating CrySL rule for java.security.MessageDigest (on Object #5d8405c21865f2fac89e759c9afcd067b500cfb62483d4ee252245641a30f778)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r3 = virtualinvoke $r2.<io.netty.util.concurrent.FastThreadLocal: java.lang.Object get(io.netty.util.internal.InternalThreadLocalMap)>($r1)","https://github.com/btcontract/wallet"
"70","com.btcontract.wallet_86.apk","ConstraintError","io.netty.handler.ssl.OpenSslX509TrustManagerWrapper","javax.net.ssl.SSLContext newSSLContext()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #b648c29b576e2d99cb60dcfc32d4fd09fa406d1abce242634b7217ba5a82be95)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r0 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer84652)","https://github.com/btcontract/wallet"
"71","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.util.ResourceLeakDetector$DefaultResourceLeak","boolean close(java.lang.Object)","violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1)","Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols","staticinvoke <io.netty.util.ResourceLeakDetector$DefaultResourceLeak: void reachabilityFence0(java.lang.Object)>($r1)","https://github.com/btcontract/wallet"
"72","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.channel.ChannelOutboundBuffer","java.nio.ByteBuffer[] nioBuffers(int,long)","violating CrySL rule for java.security.MessageDigest (on Object #f23fea6e96c714e607e927352aa3d472bbeb1c8da35b94aa7584171bcc99eca4)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r3 = virtualinvoke $r2.<io.netty.util.concurrent.FastThreadLocal: java.lang.Object get(io.netty.util.internal.InternalThreadLocalMap)>($r1)","https://github.com/btcontract/wallet"
"73","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.handler.codec.haproxy.HAProxyMessage","void deallocate()","violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1)","Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols","interfaceinvoke $r5.<io.netty.util.ResourceLeakTracker: boolean close(java.lang.Object)>(r0)","https://github.com/btcontract/wallet"
"74","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.util.Recycler$2","void onRemoval(java.lang.Object)","violating CrySL rule for java.security.MessageDigest (on Object #f37288e170c418deeb350ba6b479c9e0f93f939bfaaee77faaa6f4389d2db744)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","virtualinvoke r0.<io.netty.util.Recycler$2: void onRemoval(io.netty.util.Recycler$Stack)>($r2)","https://github.com/btcontract/wallet"
"75","com.btcontract.wallet_86.apk","RequiredPredicateError","io.netty.handler.ssl.ReferenceCountedOpenSslEngine","javax.crypto.spec.SecretKeySpec masterKey()","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke $r1.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer55685)","https://github.com/btcontract/wallet"
"76","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.util.concurrent.FastThreadLocal","void remove(io.netty.util.internal.InternalThreadLocalMap)","violating CrySL rule for java.security.MessageDigest (on Object #5d8405c21865f2fac89e759c9afcd067b500cfb62483d4ee252245641a30f778)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","virtualinvoke r0.<io.netty.util.concurrent.FastThreadLocal: void onRemoval(java.lang.Object)>($r1)","https://github.com/btcontract/wallet"
"77","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.handler.ssl.ReferenceCountedOpenSslServerContext","io.netty.handler.ssl.OpenSslServerSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String)","violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #cd95ac08401507b4f1df55c079f4647037409d923f160e9cd8d6cfb051f9c73f)","Operation on object of type javax.net.ssl.KeyManagerFactory object not completed. Expected call to init","specialinvoke $r38.<io.netty.handler.ssl.OpenSslX509KeyManagerFactory: void <init>()>()","https://github.com/btcontract/wallet"
"78","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.util.internal.InternalThreadLocalMap","boolean setIndexedVariable(int,java.lang.Object)","violating CrySL rule for java.security.MessageDigest (on Object #5d8405c21865f2fac89e759c9afcd067b500cfb62483d4ee252245641a30f778)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r3 = $r2[$i0]","https://github.com/btcontract/wallet"
"79","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.channel.ChannelOutboundBuffer","java.nio.ByteBuffer[] nioBuffers(int,long)","violating CrySL rule for java.security.MessageDigest (on Object #f37288e170c418deeb350ba6b479c9e0f93f939bfaaee77faaa6f4389d2db744)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","virtualinvoke $r2.<io.netty.util.concurrent.FastThreadLocal: void set(io.netty.util.internal.InternalThreadLocalMap,java.lang.Object)>($r1, $r7)","https://github.com/btcontract/wallet"
"80","com.btcontract.wallet_86.apk","IncompleteOperationError","scodec.codecs.ChecksumFactory$$anon$1","scodec.codecs.Signer newSigner()","violating CrySL rule for java.security.MessageDigest (on Object #6d0403f583ce09ac298b089d0ff4907a6fc877fb90f465ed7daf9c4ce2061354)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","specialinvoke $r1.<scodec.codecs.ChecksumFactory$DigestSigner: void <init>(java.security.MessageDigest)>($r2)","https://github.com/btcontract/wallet"
"81","com.btcontract.wallet_86.apk","TypestateError","scodec.codecs.CipherCodec","scodec.Attempt decrypt(scodec.bits.BitVector)","violating CrySL rule for javax.crypto.Cipher (on Object #74996441b8b06473dcc143862f9858e907b288a8fbcab78db761499c80c5d17e)","Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init","$r2 = virtualinvoke $r4.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r2)","https://github.com/btcontract/wallet"
"82","com.btcontract.wallet_86.apk","IncompleteOperationError","io.netty.handler.ssl.ReferenceCountedOpenSslServerContext","io.netty.handler.ssl.OpenSslServerSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String)","violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #3b80fac0b5bb98178f7aad616cf6f46ce4843933637dad1d2380b3118572829d)","Operation on object of type javax.net.ssl.KeyManagerFactory object not completed. Expected call to init","specialinvoke $r38.<io.netty.handler.ssl.OpenSslX509KeyManagerFactory: void <init>()>()","https://github.com/btcontract/wallet"
"83","com.btcontract.wallet_86.apk","IncompleteOperationError","scodec.codecs.SignatureFactory$SignatureFactoryVerifying$class","scodec.codecs.Signer newVerifier(scodec.codecs.SignatureFactory$SignatureFactoryVerifying)","violating CrySL rule for java.security.Signature (on Object #f8c775f2f4b697045f56dd1cf26322c86469c61013a35a157cb6ef23ef73d3dd)","Operation on object of type java.security.Signature object not completed. Expected call to update, verify","specialinvoke $r3.<scodec.codecs.SignatureSigner: void <init>(java.security.Signature)>($r1)","https://github.com/btcontract/wallet"
"84","com.btcontract.wallet_86.apk","IncompleteOperationError","scodec.codecs.SignatureFactory$SignatureFactorySigning$class","scodec.codecs.Signer newSigner(scodec.codecs.SignatureFactory$SignatureFactorySigning)","violating CrySL rule for java.security.Signature (on Object #f8c775f2f4b697045f56dd1cf26322c86469c61013a35a157cb6ef23ef73d3dd)","Operation on object of type java.security.Signature object not completed. Expected call to update","specialinvoke $r3.<scodec.codecs.SignatureSigner: void <init>(java.security.Signature)>($r1)","https://github.com/btcontract/wallet"
"85","com.btcontract.wallet_86.apk","RequiredPredicateError","io.netty.handler.ssl.ReferenceCountedOpenSslServerContext","io.netty.handler.ssl.OpenSslServerSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String)","violating CrySL rule for javax.net.ssl.TrustManagerFactory ","First parameter was not properly generated as generated Key Store","virtualinvoke $r22.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer87267)","https://github.com/btcontract/wallet"
